"nom","sexe","date_naissance","num_deptmt","parti_ratt_financier","nb_mandats","semaines_presence","commission_presences","commission_interventions","hemicycle_interventions","hemicycle_interventions_courtes","amendements_signes","amendements_adoptes","rapports","propositions_ecrites","propositions_signees","questions_ecrites","questions_orales","semaines_presence_S","commission_presences_S","commission_interventions_S","hemicycle_interventions_S","hemicycle_interventions_courtes_S","amendements_signes_S","amendements_adoptes_S","rapports_S","propositions_ecrites_S","propositions_signees_S","questions_ecrites_S","questions_orales_S","score"
"Denis Baupin","H","1962-06-02",75,"Europe Écologie Les Verts",2,39,69,475,1256,5505,2152,377,2,1,14,15,8,1.68103605568484,0.750850585750081,4.87367107884284,7.083118803357,8.25140690222502,3.2470731314454,2.55616126972764,0.619297228150391,0.141870953948648,-0.801586341119723,-0.16783332833351,2.20262892620894,100
"Valérie Rabault","F","1973-04-25",82,"Parti socialiste",2,30,71,657,756,578,603,413,15,0,26,19,2,0.391924655181495,0.826953722338271,7.00324060248289,4.06329059445355,0.684087905840578,0.0463026264040499,2.86097265633527,8.85775414088501,-0.380968156057908,-0.140669519575899,-0.135396117723164,-0.319903730318647,83.7211532485661
"Véronique Louwagie","F","1961-03-20",61,"Les Républicains",2,37,134,275,221,109,1656,43,0,0,49,997,10,1.39456685557299,3.22420252486625,2.5334847891285,0.832074410926855,-0.0362434538720873,2.22216533899833,-0.271811039354194,-0.648157681501089,-0.380968156057908,1.12608772171643,7.79550187650632,3.04347314505147,76.5975330471624
"Sandrine Mazetier","F","1966-12-16",75,"Parti socialiste",1,35,59,188,1158,5617,414,207,4,0,27,12,1,1.10809765546113,0.370334902809132,1.51550375310277,6.49123247441192,8.42342633141013,-0.344236834830821,1.11677416630276,1.88675213780187,-0.380968156057908,-0.0855931177805807,-0.192161236291269,-0.740325839739912,72.5387542740028
"Jean-Jacques Candelier","H","1945-03-07",59,"Parti communiste Français",2,32,62,62,110,35,903,27,0,10,20,1336,9,0.67839385529335,0.484489607691417,0.0411863905827334,0.161672548550288,-0.149899148155109,0.666206533126068,-0.40728276673536,-0.648157681501089,4.84742294400766,-0.471127930347811,10.5445554757331,2.62305103563021,70.5933036145628
"Marc Le Fur","H","1956-11-28",22,"Les Républicains",2,33,20,14,1104,4740,1396,26,1,2,59,163,5,0.821628455349278,-1.11367626066057,-0.520458318948708,6.16509102785035,7.07645276538027,1.68491528650592,-0.415749749696683,-0.0144302266753489,0.664710063955205,1.67685173966962,1.03234346424928,0.941362597945147,69.6880629470063
"Pierre Morel-A-L'Huissier","H","1958-12-21",48,"Les Républicains",3,31,48,31,43,98,1447,51,1,8,97,1121,3,0.535159255237422,-0.0482323484259115,-0.321542484322989,-0.242984431442774,-0.0531382192384824,1.79029895064866,-0.204075175663611,-0.0144302266753489,3.80174472399454,3.76975500789173,8.80105540542703,0.100518379102617,69.4811396443499
"David Habib","H","1961-03-16",64,"Parti socialiste",3,29,15,0,1628,7785,57,29,0,0,27,9,2,0.248690055125567,-1.30393410213104,-0.684271359228712,9.32987099078117,11.7532309963506,-1.08192248383002,-0.390348800812714,-0.648157681501089,-0.380968156057908,-0.0855931177805807,-0.216489144249028,-0.319903730318647,65.353188384044
"Olivier Dussopt","H","1978-08-16",7,"Parti socialiste",2,32,53,475,969,438,687,529,3,0,25,13,3,0.67839385529335,0.142025493044563,4.87367107884284,5.34973741144642,0.469063619359185,0.219875720286215,3.84314267984872,1.25302468297613,-0.380968156057908,-0.195745921371218,-0.184051933638683,0.100518379102617,65.2276469398774
"Christophe Sirugue","H","1966-08-14",71,"Parti socialiste",3,33,69,337,605,350,765,559,7,0,25,19,3,0.821628455349278,0.750850585750081,3.25894253893995,3.15130247536471,0.333905496428024,0.381050736033939,4.09715216868841,3.78793450227909,-0.380968156057908,-0.195745921371218,-0.135396117723164,0.100518379102617,64.7463276567651
"Patrick Hetzel","H","1964-07-02",67,"Les Républicains",1,37,93,195,127,262,2923,86,1,2,97,98,5,1.39456685557299,1.66408822480836,1.59741027324277,0.264346707653006,0.198747373496863,4.84022617172099,0.0922692279826892,-0.0144302266753489,0.664710063955205,3.76975500789173,0.50523879183116,0.941362597945147,64.61745369271
"Danielle Auroi","F","1944-02-29",63,"Europe Écologie Les Verts",2,34,108,240,113,44,1959,278,5,3,16,24,9,0.964863055405205,2.23486174921978,2.1239521884285,0.179791517803709,-0.136076158309877,2.84826828478757,1.71792995655668,2.52047959262761,1.18754917396176,-0.691433537529086,-0.0948496044602324,2.62305103563021,63.5454457159963
"Lionel Tardy","H","1966-06-07",74,"Les Républicains",1,30,134,116,348,362,2170,100,1,2,75,291,3,0.391924655181495,3.22420252486625,0.673036688805605,1.59911077598833,0.352336149555001,3.28426736584872,0.210806989441209,-0.0144302266753489,0.664710063955205,2.55807416839472,2.07033420378033,0.100518379102617,62.6596382304406
"Catherine Vautrin","F","1960-07-26",51,"Les Républicains",3,36,31,120,1140,5446,730,28,1,0,9,25,4,1.25133225551706,-0.695109009425525,0.719840414599892,6.3825186588914,8.16078952435072,0.308728613583037,-0.398815783774037,-0.0144302266753489,-0.380968156057908,-1.07696835009632,-0.086740301807646,0.520940488523882,61.6269381830762
"Richard Ferrand","H","1962-07-01",29,"Parti socialiste",2,23,55,150,254,287,1376,1052,6,0,28,26,3,-0.610717545209999,0.218128629632753,1.07086835805704,1.03138307271448,0.237144567511398,1.64358835939112,8.27137476862058,3.15420704745335,-0.380968156057908,-0.030516715985262,-0.0786309991550596,0.100518379102617,61.4691763324829
"Alain Tourret","H","1947-12-25",14,"Parti radical de gauche",2,34,66,125,241,121,1623,808,4,2,7,9,7,0.964863055405205,0.636695880867796,0.77834507184275,0.952867539282993,-0.0178128007451108,2.15397590925891,6.2054309260578,1.88675213780187,0.664710063955205,-1.18712115368695,-0.216489144249028,1.78220681678768,61.4156727456047
"Éric Ciotti","H","1965-09-28",6,"Les Républicains",2,35,72,134,180,106,884,23,2,12,59,135,7,1.10809765546113,0.865005290632366,0.883653454879895,0.584448497796772,-0.0408511171538314,0.626945952367006,-0.441150698580652,0.619297228150391,5.89310116402077,1.67685173966962,0.805282989976856,1.78220681678768,60.8270718063115
"Jean-Jacques Urvoas","H","1959-09-19",29,"Parti socialiste",1,37,99,415,321,199,274,240,9,0,26,36,1,1.39456685557299,1.89239763457293,4.17161519192854,1.43604005270754,0.101986444580237,-0.633525324634429,1.39618460402641,5.05538941193057,-0.380968156057908,-0.140669519575899,0.00246202737080422,-0.740325839739912,58.8586892489124
"Patrick Bloche","H","1956-07-04",75,"Parti socialiste",3,35,90,543,368,91,213,153,6,1,26,0,4,1.10809765546113,1.54993351992607,5.66933441734572,1.71990390434447,-0.063889433562552,-0.759572452334573,0.659557086391321,3.15420704745335,0.141870953948648,-0.140669519575899,-0.289472868122306,0.520940488523882,58.1643816505449
"Denys Robiliard","H","1960-07-22",41,"Parti socialiste",1,36,91,254,373,188,1374,852,1,0,27,2,0,1.25133225551706,1.58798508822017,2.2877652287085,1.7501021864335,0.0850916792138414,1.63945566667964,6.57797817635601,-0.0144302266753489,-0.380968156057908,-0.0855931177805807,-0.273254262817133,-1.16074794916118,58.1509195716413
"Bernadette Laclais","F","1967-03-10",73,"Parti socialiste",2,36,96,296,395,172,1020,442,4,0,25,13,3,1.25133225551706,1.77824292969064,2.77920434954851,1.88297462762526,0.0605174750445394,0.907969056747654,3.10651516221363,1.88675213780187,-0.380968156057908,-0.195745921371218,-0.184051933638683,0.100518379102617,57.4894040119232
"Bernard Perrut","H","1957-01-24",69,"Les Républicains",3,32,49,67,61,34,1499,40,1,6,108,268,7,0.67839385529335,-0.0101807801318166,0.0996910478255919,-0.13427061592225,-0.15143503591569,1.89774896114714,-0.297211988238163,-0.0144302266753489,2.75606650398143,4.37559542764023,1.88382024277085,1.78220681678768,57.1792672794286
"Paul Molac","H","1962-05-21",56,"Parti socialiste",2,35,84,182,219,128,2410,361,1,2,15,40,7,1.10809765546113,1.3216241101615,1.44529816441134,0.819995098091241,-0.00706158642104112,3.78019049122634,2.42068954234648,-0.0144302266753489,0.664710063955205,-0.746509939324405,0.0348992379811498,1.78220681678768,56.5547231870278
"Laurence Dumont","F","1958-06-02",14,"Parti socialiste",1,31,19,3,1179,6689,225,53,0,0,27,2,1,0.535159255237422,-1.15172782895466,-0.649168564882996,6.61806525918587,10.0698980107534,-0.734776296065692,-0.187141209740966,-0.648157681501089,-0.380968156057908,-0.0855931177805807,-0.273254262817133,-0.740325839739912,55.9754689557371
"Gilles Savary","H","1954-12-06",33,"Parti socialiste",2,33,94,272,335,143,834,647,2,0,26,8,4,0.821628455349278,1.70213979310245,2.49838199478279,1.52059524255684,0.0159767299876795,0.523628634580004,4.84224666928482,0.619297228150391,-0.380968156057908,-0.140669519575899,-0.224598446901615,0.520940488523882,55.8453122474331
"Bruno Le Roux","H","1965-05-02",93,"Parti socialiste",1,35,20,3,247,143,51,25,0,27,27,0,4,1.10809765546113,-1.11367626066057,-0.649168564882996,0.989105477789834,0.0159767299876795,-1.09432056196446,-0.424216732658006,-0.648157681501089,13.7356878141191,-0.0855931177805807,-0.289472868122306,0.520940488523882,55.2278060739287
"Charles de Courson","H","1952-04-02",51,"Union des démocrates et indépendants",4,39,90,469,662,450,1040,58,1,0,6,9,5,1.68103605568484,1.54993351992607,4.80346549015141,3.4955628911797,0.487494272486162,0.949295983862456,-0.144806294934351,-0.0144302266753489,-0.380968156057908,-1.24219755548227,-0.216489144249028,0.941362597945147,54.8477864546996
"Cécile Untermaier","F","1951-12-28",71,"Parti socialiste",2,36,89,233,194,187,1084,708,1,0,27,20,3,1.25133225551706,1.51188195163198,2.04204566828849,0.669003687646068,0.0835557914532601,1.04021522351502,5.35873262992551,-0.0144302266753489,-0.380968156057908,-0.0855931177805807,-0.127286815070578,0.100518379102617,53.726191296474
"Laurent Grandguillaume","H","1978-01-20",21,"Parti socialiste",2,34,88,168,82,46,913,732,4,0,26,11,3,0.964863055405205,1.47383038333788,1.28148512413133,-0.00743783114830491,-0.133004382788714,0.686869996683468,5.56194022099726,1.88675213780187,-0.380968156057908,-0.140669519575899,-0.200270538943855,0.100518379102617,52.8608468579637
"Éric Alauzet","H","1958-06-07",25,"Europe Écologie Les Verts",2,40,116,148,173,50,1983,278,1,0,13,23,7,1.82427065574077,2.53927429557254,1.0474664951599,0.542170902872123,-0.126860831746388,2.89786059732533,1.71792995655668,-0.0144302266753489,-0.380968156057908,-0.856662742915042,-0.102958907112819,1.78220681678768,52.313491464175
"Gilles Lurton","H","1963-07-06",35,"Les Républicains",3,39,95,112,426,285,1617,60,0,0,27,44,11,1.68103605568484,1.74019136139655,0.626232963011318,2.07020397657727,0.234072791990235,2.14157783112447,-0.127872329011705,-0.648157681501089,-0.380968156057908,-0.0855931177805807,0.0673364485914953,3.46389525447273,52.1006429291749
"Julien Aubert","H","1978-06-11",84,"Les Républicains",2,29,27,193,411,448,1249,44,1,6,68,38,5,0.248690055125567,-0.847315282601904,1.57400841034563,1.97960913031017,0.484422496964999,1.38116237221213,-0.263344056392871,-0.0144302266753489,2.75606650398143,2.17253935582748,0.018680632675977,0.941362597945147,51.2464960975152
"François Rochebloine","H","1945-10-31",42,"Union des démocrates et indépendants",1,36,80,100,123,419,1009,50,4,2,25,22,12,1.25133225551706,1.16941783698512,0.485821785628458,0.240188081981778,0.439881751908139,0.885239246834514,-0.212542158624934,1.88675213780187,0.664710063955205,-0.195745921371218,-0.111068209765405,3.884317363894,51.1413487086996
"Joël Giraud","H","1959-10-14",5,"Parti radical de gauche",2,37,66,98,222,87,1096,155,1,2,9,53,16,1.39456685557299,0.636695880867796,0.462419922731314,0.838114067344661,-0.0700329846048775,1.0650113797839,0.676491052313967,-0.0144302266753489,0.664710063955205,-1.07696835009632,0.140320172464773,5.56600580157906,50.8844964617047
"André Chassaigne","H","1950-07-02",63,"Parti communiste Français",2,36,52,92,345,196,948,39,2,5,16,117,9,1.25133225551706,0.103973924750468,0.392214334039884,1.58099180673491,0.0973787812984925,0.75919211913437,-0.305678971199486,0.619297228150391,2.23322739397487,-0.691433537529086,0.659315542230301,2.62305103563021,48.5449568880539
"Annie Genevard","F","1956-09-07",25,"Les Républicains",2,32,52,64,390,299,1293,46,0,1,86,41,8,0.67839385529335,0.103973924750468,0.0645882534798768,1.85277634553622,0.255575220638374,1.47208161186469,-0.246410090470226,-0.648157681501089,0.141870953948648,3.16391458814322,0.0430085406337361,2.20262892620894,47.9634665346783
"Bernard Accoyer","H","1945-08-12",74,"Les Républicains",3,37,35,200,350,719,1061,25,0,6,57,16,2,1.39456685557299,-0.542902736249145,1.65591493048563,1.61119008882394,0.900648080082552,0.992689257332997,-0.424216732658006,-0.648157681501089,2.75606650398143,1.56669893607898,-0.159724025680923,-0.319903730318647,47.2290421584824
"Stéphane Travert","H","1969-10-12",50,"Parti socialiste",2,28,66,96,117,73,1078,819,2,0,26,14,3,0.105455455069639,0.636695880867796,0.439018059834171,0.203950143474937,-0.0915354132530168,1.02781714538058,6.29856773863235,0.619297228150391,-0.380968156057908,-0.140669519575899,-0.175942630986096,0.100518379102617,46.8862525225313
"Marie-Jo Zimmermann","F","1951-04-29",57,"Les Républicains",2,31,43,43,37,75,1041,31,0,7,90,190,5,0.535159255237422,-0.238490189896386,-0.181131306940129,-0.279222369949616,-0.0884636377318541,0.951362330218196,-0.373414834890069,-0.648157681501089,3.27890561398799,3.3842201953245,1.25129463586911,0.941362597945147,46.6211656893927
"Guillaume Larrivé","H","1977-01-24",89,"Les Républicains",2,36,68,90,323,183,701,23,1,6,34,33,7,1.25133225551706,0.712799017455986,0.368812471142741,1.44811936554316,0.0774122404109346,0.248804569266576,-0.441150698580652,-0.0144302266753489,2.75606650398143,0.29994169478665,-0.0218658805869549,1.78220681678768,46.4618488020728
"Philippe Gosselin","H","1966-10-23",50,"Les Républicains",3,33,43,51,116,215,1367,39,0,7,85,31,4,0.821628455349278,-0.238490189896386,-0.0875238553515552,0.19791048705713,0.126560648749539,1.62499124218945,-0.305678971199486,-0.648157681501089,3.27890561398799,3.1088381863479,-0.0380844858921277,0.520940488523882,46.2030285244452
"Marie-Christine Dalloz","F","1958-01-10",39,"Les Républicains",2,32,83,186,260,432,951,29,1,2,49,65,5,0.67839385529335,1.28357254186741,1.49210189020562,1.06762101122132,0.459848292795697,0.76539115820159,-0.390348800812714,-0.0144302266753489,0.664710063955205,1.12608772171643,0.237631804295809,0.941362597945147,46.0814312966923
"Jacques Myard","H","1947-08-14",78,"Les Républicains",2,37,150,200,115,398,985,26,0,1,31,13,5,1.39456685557299,3.83302761757177,1.65591493048563,0.191870830639323,0.40762810893593,0.835646934296752,-0.415749749696683,-0.648157681501089,0.141870953948648,0.134712489400694,-0.184051933638683,0.941362597945147,46.024651296445
"Jean-Pierre Door","H","1942-04-01",45,"Les Républicains",3,31,50,213,243,178,1188,32,1,1,71,2,7,0.535159255237422,0.0278707881622783,1.80802703931706,0.964946852118606,0.0697328016080277,1.25511524451198,-0.364947851928746,-0.0144302266753489,0.141870953948648,2.33776856121344,-0.273254262817133,1.78220681678768,45.9793832157934
"Michèle Bonneton","F","1947-07-15",38,"Europe Écologie Les Verts",1,33,94,148,79,39,2020,290,2,0,10,17,5,0.821628455349278,1.70213979310245,1.0474664951599,-0.0255568004017256,-0.143755597112784,2.97431541248771,1.81953375209255,0.619297228150391,-0.380968156057908,-1.021891948301,-0.151614723028337,0.941362597945147,45.8134062814752
"Arnaud Richard","H","1971-04-30",78,"Union des démocrates et indépendants",3,38,104,224,279,169,1074,63,1,0,20,31,6,1.53780145562892,2.0826554760434,1.93673728525135,1.18237448315965,0.0559098117627953,1.01955175995762,-0.102471380127737,-0.0144302266753489,-0.380968156057908,-0.471127930347811,-0.0380844858921277,1.36178470736641,45.7348798576871
"Jean-Louis Roumegas","H","1962-06-06",34,"Europe Écologie Les Verts",2,30,71,289,188,33,2266,313,1,1,9,4,1,0.391924655181495,0.826953722338271,2.69729782940851,0.632765749139227,-0.152970923676272,3.48263661599977,2.01427436020298,-0.0144302266753489,0.141870953948648,-1.07696835009632,-0.25703565751196,-0.740325839739912,45.1896448277855
"Eva Sas","F","1970-08-13",91,"Europe Écologie Les Verts",3,31,44,66,172,22,2018,287,2,1,14,11,9,0.535159255237422,-0.200438621602291,0.0879901163770202,0.536131246454316,-0.169865689042667,2.97018271977623,1.79413280320859,0.619297228150391,0.141870953948648,-0.801586341119723,-0.200270538943855,2.62305103563021,45.1644502502432
"Anne-Yvonne Le Dain","F","1955-09-01",34,"Parti socialiste",2,34,94,98,96,46,689,171,8,0,27,4,3,0.964863055405205,1.70213979310245,0.462419922731314,0.0771173587009917,-0.133004382788714,0.224008412997695,0.811962779695133,4.42166195710483,-0.380968156057908,-0.0855931177805807,-0.25703565751196,0.100518379102617,45.0972795699789
"Thierry Lazaro","H","1960-09-27",59,"Les Républicains",2,11,12,2,15,3,846,23,0,0,27,1836,1,-2.32953274588113,-1.41808880701333,-0.660869496331568,-0.412094811141367,-0.199047556493713,0.548424790848884,-0.441150698580652,-0.648157681501089,-0.380968156057908,-0.0855931177805807,14.5992068020263,-0.740325839739912,44.9113730610651
"Jean-Frédéric Poisson","H","1963-01-22",78,"Les Républicains",3,31,64,201,369,647,1204,32,2,3,33,13,2,0.535159255237422,0.560592744279607,1.6676158619342,1.72594356076228,0.790064161320693,1.28817678620383,-0.364947851928746,0.619297228150391,1.18754917396176,0.244865292991331,-0.184051933638683,-0.319903730318647,44.7129055470166
"François de Rugy","H","1973-12-06",44,"Parti socialiste",3,31,26,39,184,40,1980,297,1,7,16,16,4,0.535159255237422,-0.885366850895999,-0.227935032734416,0.608607123467999,-0.142219709352202,2.89166155825811,1.87880263282181,-0.0144302266753489,3.27890561398799,-0.691433537529086,-0.159724025680923,0.520940488523882,44.3293516340401
"Jean-Pierre Decool","H","1952-10-19",59,"Debout la France",2,25,25,10,42,10,1742,57,1,3,109,60,7,-0.324248345098144,-0.923418419190094,-0.567262044742995,-0.249024087860581,-0.188296342169644,2.39987112559198,-0.153273277895674,-0.0144302266753489,1.18754917396176,4.43067182943555,0.197085291032877,1.78220681678768,44.291492227217
"Joëlle Huillier","F","1948-10-06",38,"Parti socialiste",2,33,60,134,116,89,464,303,7,0,26,18,4,0.821628455349278,0.408386471103227,0.883653454879895,0.19791048705713,-0.0669612090837148,-0.240919517043818,1.92960453058975,3.78793450227909,-0.380968156057908,-0.140669519575899,-0.143505420375751,0.520940488523882,44.2905249536406
"Philippe Vitel","H","1955-02-22",83,"Les Républicains",2,29,54,68,113,176,1995,60,0,1,73,62,7,0.248690055125567,0.180077061338658,0.111391979274164,0.179791517803709,0.0666610260868649,2.92265675359421,-0.127872329011705,-0.648157681501089,0.141870953948648,2.44792136480408,0.21330389633805,1.78220681678768,44.1479821420575
"Patricia Adam","F","1953-04-15",29,"Parti socialiste",1,35,84,363,114,68,206,108,4,2,26,7,2,1.10809765546113,1.3216241101615,3.56316675660281,0.185831174221516,-0.0992148520559237,-0.774036876824753,0.278542853131792,1.88675213780187,0.664710063955205,-0.140669519575899,-0.232707749554201,-0.319903730318647,43.9619252042765
"Gilles Carrez","H","1948-08-29",94,"Les Républicains",3,34,119,587,273,135,626,17,0,0,3,5,1,0.964863055405205,2.65342900045483,6.18417540108287,1.14613654465281,0.00368962790302851,0.0938285925860713,-0.491952596348589,-0.648157681501089,-0.380968156057908,-1.40742676086823,-0.248926354859374,-0.740325839739912,43.197155180458
"Gérard Bapt","H","1946-02-04",31,"Parti socialiste",2,32,71,145,265,240,387,247,7,0,25,1,1,0.67839385529335,0.826953722338271,1.01236370081418,1.09781929331036,0.164957842764073,-0.400028186435803,1.45545348475567,3.78793450227909,-0.380968156057908,-0.195745921371218,-0.281363565469719,-0.740325839739912,42.9463476980683
"Laurence Abeille","F","1960-06-17",94,"Europe Écologie Les Verts",2,30,41,65,173,69,2015,278,1,1,15,28,8,0.391924655181495,-0.314593326484576,0.0762891849284485,0.542170902872123,-0.0976789642953423,2.96398368070901,1.71792995655668,-0.0144302266753489,0.141870953948648,-0.746509939324405,-0.0624123938498869,2.20262892620894,42.3998176646301
"Françoise Descamps-Crosnier","F","1955-10-13",78,"Parti socialiste",2,36,96,150,118,77,524,325,1,0,26,2,6,1.25133225551706,1.77824292969064,1.07086835805704,0.209989799892744,-0.0853918622106913,-0.116938735699415,2.11587815573886,-0.0144302266753489,-0.380968156057908,-0.140669519575899,-0.273254262817133,1.36178470736641,42.33955285109
"Yannick Favennec","H","1958-08-12",53,"Union des démocrates et indépendants",2,37,81,86,83,29,833,47,1,3,22,64,9,1.39456685557299,1.20746940527922,0.322008745348454,-0.00139817473049801,-0.159114474718597,0.521562288224263,-0.237943107508903,-0.0144302266753489,1.18754917396176,-0.360975126757174,0.229522501643223,2.62305103563021,42.1821902002239
"François de Mazières","H","1960-05-22",78,"Les Républicains",3,35,56,179,202,79,975,29,1,2,37,27,7,1.10809765546113,0.256180197926848,1.41019537006562,0.717320938988523,-0.0823200866895286,0.814983470739352,-0.390348800812714,-0.0144302266753489,0.664710063955205,0.465170900172606,-0.0705216965024732,1.78220681678768,42.0588231304382
"Élie Aboud","H","1959-10-12",34,"Les Républicains",2,31,44,129,157,127,1884,39,0,2,76,80,2,0.535159255237422,-0.200438621602291,0.825148797637037,0.445536400187213,-0.0085974741816225,2.69329230810707,-0.305678971199486,-0.648157681501089,0.664710063955205,2.61315057019003,0.359271344084605,-0.319903730318647,42.0399313339733
"Jean-Luc Laurent","H","1957-06-23",94,"Parti socialiste",3,39,103,56,171,411,433,106,1,1,19,1,9,1.68103605568484,2.04460390774931,-0.0290191981086967,0.530091590036509,0.427594649823488,-0.30497625407176,0.261608887209147,-0.0144302266753489,0.141870953948648,-0.52620433214313,-0.281363565469719,2.62305103563021,41.7971445735971
"Brigitte Allain","F","1956-04-23",24,"Europe Écologie Les Verts",1,31,52,84,92,47,2020,293,2,2,11,33,4,0.535159255237422,0.103973924750468,0.298606882451311,0.0529587330297641,-0.131468495028133,2.97431541248771,1.84493470097652,0.619297228150391,0.664710063955205,-0.966815546505679,-0.0218658805869549,0.520940488523882,41.6530821432919
"Alain Fauré","H","1962-10-01",9,"Parti socialiste",3,39,116,403,52,92,211,74,1,0,25,5,3,1.68103605568484,2.53927429557254,4.03120401454568,-0.188627523682512,-0.0623535458019707,-0.763705145046053,-0.00933456755318523,-0.0144302266753489,-0.380968156057908,-0.195745921371218,-0.248926354859374,0.100518379102617,41.6364978105508
"Laurent Furst","H","1965-05-19",67,"Les Républicains",2,30,62,68,25,112,1090,34,0,3,100,56,4,0.391924655181495,0.484489607691417,0.111391979274164,-0.351698246963298,-0.0316357905903431,1.05261330164946,-0.3480138860061,-0.648157681501089,1.18754917396176,3.93498421327768,0.164648080422532,0.520940488523882,41.5904269457891
"Isabelle Attard","F","1969-11-14",14,"Europe Écologie Les Verts",1,37,68,97,157,47,2112,287,0,0,13,33,4,1.39456685557299,0.712799017455986,0.450718991282743,0.445536400187213,-0.131468495028133,3.1644192772158,1.79413280320859,-0.648157681501089,-0.380968156057908,-0.856662742915042,-0.0218658805869549,0.520940488523882,41.5293943798713
"Daniel Fasquelle","H","1963-01-16",62,"Les Républicains",3,31,59,82,65,94,876,40,2,3,79,23,4,0.535159255237422,0.370334902809132,0.275205019554167,-0.110111990251022,-0.0592817702808079,0.610415181521086,-0.297211988238163,0.619297228150391,1.18754917396176,2.77837977557599,-0.102958907112819,0.520940488523882,41.2460433480582
"Guillaume Chevrollier","H","1974-10-27",53,"Les Républicains",2,39,114,75,83,20,814,17,1,1,19,127,7,1.68103605568484,2.46317115898435,0.193298499414165,-0.00139817473049801,-0.17293746456383,0.482301707465202,-0.491952596348589,-0.0144302266753489,0.141870953948648,-0.52620433214313,0.740408568756165,1.78220681678768,41.1233559068691
"Barbara Pompili","F","1975-06-13",80,"Parti socialiste",1,34,37,36,164,83,2054,286,1,0,16,33,7,0.964863055405205,-0.466799599660955,-0.263037827080131,0.487813995111861,-0.0761765356472031,3.04457118858288,1.78566582024726,-0.0144302266753489,-0.380968156057908,-0.691433537529086,-0.0218658805869549,1.78220681678768,40.8139607273981
"Jeanine Dubié","F","1958-01-03",65,"Parti radical de gauche",2,35,113,137,138,50,988,144,2,0,10,24,5,1.10809765546113,2.42511959069026,0.91875624922561,0.330782928248882,-0.126860831746388,0.841845973363973,0.583354239739416,0.619297228150391,-0.380968156057908,-1.021891948301,-0.0948496044602324,0.941362597945147,40.7984541760021
"Christophe Caresche","H","1960-09-02",75,"Parti socialiste",1,37,104,127,122,147,336,90,5,1,26,0,2,1.39456685557299,2.0826554760434,0.801746934739894,0.234148425563971,0.022120281030005,-0.505411850578546,0.126137159827981,2.52047959262761,0.141870953948648,-0.140669519575899,-0.289472868122306,-0.319903730318647,40.6137891552334
"Noël Mamère","H","1948-12-25",33,"Europe Écologie Les Verts",2,28,52,187,29,7,1942,270,2,1,13,24,4,0.105455455069639,0.103973924750468,1.5038028216542,-0.327539621292071,-0.192904005451388,2.81314039673999,1.6501940928661,0.619297228150391,0.141870953948648,-0.856662742915042,-0.0948496044602324,0.520940488523882,40.4150628657823
"Pascal Popelin","H","1967-02-27",93,"Parti socialiste",2,39,104,146,84,206,209,78,3,0,26,49,5,1.68103605568484,2.0826554760434,1.02406463226276,0.00464148168730889,0.112737658904306,-0.767837837757533,0.0245333642921063,1.25302468297613,-0.380968156057908,-0.140669519575899,0.107882961854427,0.941362597945147,40.3072148046294
"Bérengère Poletti","F","1959-10-14",8,"Les Républicains",2,33,38,116,83,70,1430,47,0,1,71,66,6,0.821628455349278,-0.42874803136686,0.673036688805605,-0.00139817473049801,-0.096143076534761,1.75517106260108,-0.237943107508903,-0.648157681501089,0.141870953948648,2.33776856121344,0.245741106948396,1.36178470736641,40.2637111690016
"Michel Piron","H","1943-03-15",49,"Union des démocrates et indépendants",3,33,64,117,339,357,1103,87,1,1,19,3,6,0.821628455349278,0.560592744279607,0.684737620254177,1.54475386822807,0.344656710752094,1.07947580427408,0.100736210944012,-0.0144302266753489,0.141870953948648,-0.52620433214313,-0.265144960164546,1.36178470736641,40.04401380486
"Dominique Tian","H","1959-12-14",13,"Les Républicains",3,29,39,103,571,668,1762,39,0,0,35,41,3,0.248690055125567,-0.390696463072766,0.520924579974173,2.94595415715927,0.822317804292902,2.44119805270678,-0.305678971199486,-0.648157681501089,-0.380968156057908,0.355018096581969,0.0430085406337361,0.100518379102617,39.8433846763427
"Gérard Cherpion","H","1948-03-15",88,"Les Républicains",2,35,72,178,245,263,797,31,1,0,18,3,8,1.10809765546113,0.865005290632366,1.39849443861705,0.97702616495422,0.200283261257445,0.447173819417621,-0.373414834890069,-0.0144302266753489,-0.380968156057908,-0.581280733938449,-0.265144960164546,2.20262892620894,39.4323801660601
"Catherine Coutelle","F","1945-04-02",86,"Parti socialiste",1,31,98,357,73,162,245,100,3,0,26,4,2,0.535159255237422,1.85434606627883,3.49296116791138,-0.061794738908567,0.0451585974387257,-0.693449368950891,0.210806989441209,1.25302468297613,-0.380968156057908,-0.140669519575899,-0.25703565751196,-0.319903730318647,39.3206840523632
"Michèle Delaunay","F","1947-01-08",33,"Parti socialiste",3,24,39,204,253,191,517,325,5,0,25,83,1,-0.467482945154072,-0.390696463072766,1.70271865627991,1.02534341629668,0.0896993424955856,-0.131403160189595,2.11587815573886,2.52047959262761,-0.380968156057908,-0.195745921371218,0.383599252042364,-0.740325839739912,39.3047474649411
"Valérie Boyer","F","1962-06-11",13,"Les Républicains",4,24,35,114,167,177,1532,31,1,6,39,21,4,-0.467482945154072,-0.542902736249145,0.649634825908461,0.505932964365282,0.0681969138474463,1.96593839088656,-0.373414834890069,-0.0144302266753489,2.75606650398143,0.575323703763243,-0.119177512417992,0.520940488523882,39.2889796681059
